	log_likelihood
14415	210.6552
14416	309.94638
14417	338.9179
14418	254.0728
14419	222.29
14420	265.3077
14421	303.46503
14422	299.14154
14423	315.46255
14424	311.31573
14425	339.04117
14426	306.26782
14427	315.96713
14428	308.54156
14429	319.7364
14430	278.4834
14431	256.01657
14432	335.4397
14433	313.7136
14434	339.5723
14435	260.98505
14436	312.19553
14437	320.65836
14438	292.71802
14439	289.93304
14440	312.29688
14441	332.69016
14442	317.38483
14443	282.39575
14444	287.5961
14445	297.3645
14446	341.77432
14447	313.00247
14448	306.87082
14449	334.54123
14450	337.0931
14451	325.65024
14452	236.53728
14453	311.252
14454	316.33456
14455	317.4749
14456	294.1005
14457	281.48233
14458	319.00006
14459	263.7637
14460	304.966
14461	304.69058
14462	308.56387
14463	305.1977
14464	270.60995
14465	300.63486
14466	306.4376
14467	206.01608
14468	295.153
14469	332.46698
14470	284.24387
14471	267.24164
14472	324.56427
14473	290.68414
14474	329.7018
14475	301.65503
14476	307.1871
14477	263.3772
14478	277.4542
14479	155.77583
14480	320.8235
14481	293.29105
14482	325.03232
14483	335.06323
14484	338.11298
14485	317.6656
14486	322.63898
14487	292.5019
14488	290.6219
14489	261.43195
14490	281.8836
14491	212.56802
14492	303.35513
14493	265.7895
14494	262.9196
14495	262.6087
14496	323.24936
14497	300.84528
14498	292.17377
14499	248.10857
14500	221.53091
14501	303.3446
14502	314.9828
14503	340.89056
14504	330.84796
14505	311.2525
14506	200.9425
14507	307.86237
14508	315.48355
14509	309.35883
14510	319.75626
14511	294.40958
14512	275.36005
14513	333.5751
14514	307.77408
14515	249.54898
14516	318.29895
14517	302.1775
14518	230.95833
14519	292.1726
14520	328.9398
14521	269.78458
14522	297.8327
14523	290.60883
14524	208.11914
14525	310.34167
14526	304.18808
14527	226.0122
14528	310.7943
14529	300.85953
14530	307.6302
14531	234.47173
14532	329.3039
14533	253.57451
14534	299.74274
14535	333.0732
14536	297.41986
14537	289.1692
14538	284.1199
14539	328.3676
14540	303.0878
14541	321.33
14542	309.3951
14543	317.7081
14544	250.78165
14545	319.38483
14546	311.4422
14547	263.91803
14548	261.0029
14549	238.9768
14550	326.0369
14551	304.9971
14552	339.94247
14553	252.2236
14554	304.09415
14555	324.49948
14556	293.60675
14557	309.33133
14558	322.52603
14559	301.5695
14560	310.43555
14561	322.19937
14562	312.91446
14563	318.6669
14564	315.22357
14565	291.78693
14566	309.06915
14567	244.17868
14568	291.6229
14569	301.3969
14570	313.17047
14571	291.82794
14572	347.1856
14573	262.8235
14574	312.88858
14575	278.27322
14576	330.68393
14577	310.53104
14578	253.98752
14579	267.32123
14580	298.5319
14581	308.1756
14582	310.1141
14583	279.98965
14584	306.54233
14585	279.27063
14586	279.62048
14587	293.92343
14588	309.54706
14589	326.43903
14590	288.66397
14591	259.36346
14592	288.52448
14593	269.72064
14594	293.66122
14595	309.76636
14596	324.62823
14597	309.58316
14598	287.26788
14599	325.7976
14600	264.48993
14601	242.66365
14602	295.73102
14603	313.90674
14604	283.88965
14605	305.67035
14606	304.2632
14607	302.95514
14608	283.66946
14609	320.20108
14610	288.1568
14611	267.36203
14612	307.215
14613	288.14658
14614	298.56073
14615	265.15326
14616	258.56104
14617	264.70255
14618	243.04037
14619	346.5194
14620	307.7281
14621	307.8327
14622	311.1315
14623	228.83904
14624	297.77222
14625	335.56354
14626	275.88794
14627	338.18216
14628	318.1669
14629	313.31308
14630	327.84836
14631	329.22168
14632	306.4623
14633	327.02948
14634	282.6307
14635	318.62732
14636	340.1482
14637	202.9301
14638	337.17596
14639	330.80157
14640	264.01813
14641	295.45074
14642	294.29623
14643	240.57144
14644	316.59622
14645	325.45087
14646	311.45264
14647	302.50043
14648	311.04678
14649	319.7165
14650	282.5314
14651	276.02844
14652	317.92206
14653	294.44672
14654	297.55194
14655	282.24963
14656	282.42465
14657	338.74777
14658	302.7897
14659	335.37616
14660	273.3084
14661	298.45917
14662	278.49683
14663	318.23602
14664	300.67328
14665	303.05444
14666	313.83505
14667	264.16962
14668	312.85303
14669	275.3825
14670	193.52963
14671	324.26114
14672	317.61212
14673	276.149
14674	306.5817
14675	283.5025
14676	315.71527
14677	275.1346
14678	295.36407
14679	308.74228
14680	307.4564
14681	312.80728
14682	318.4902
14683	320.27487
14684	265.89346
14685	315.86163
14686	315.7437
14687	247.12029
14688	278.47427
14689	283.79395
14690	261.49188
14691	297.65973
14692	304.33176
14693	294.02106
14694	245.39217
14695	302.20868
14696	276.22202
14697	278.5362
14698	314.18063
14699	319.98938
14700	311.1386
14701	326.15137
14702	306.0765
14703	301.68008
14704	325.44525
14705	313.21652
14706	299.43286
14707	316.80496
14708	317.6478
14709	296.41815
14710	309.5331
14711	322.02692
14712	321.03372
14713	329.10455
14714	304.05804
14715	300.94226
14716	328.2648
14717	334.12213
14718	305.50433
14719	334.7338
14720	305.8399
14721	322.86008
14722	334.7105
14723	268.3637
14724	311.57355
14725	323.19772
14726	325.7216
14727	324.76712
14728	342.22656
14729	230.34111
14730	312.21695
14731	341.4096
14732	327.09055
14733	329.8244
14734	307.07547
14735	335.0396
14736	302.62497
14737	281.49063
14738	282.25504
14739	298.4979
14740	301.87735
14741	322.25787
14742	306.68365
14743	321.07025
14744	297.8423
14745	295.0138
14746	236.98943
14747	331.07397
14748	310.96967
14749	196.97185
14750	328.95398
14751	327.6565
14752	250.32419
14753	313.03616
14754	240.46114
14755	310.25848
14756	304.13367
14757	303.29712
14758	283.75647
14759	256.37268
14760	331.2606
14761	306.19275
14762	328.07617
14763	333.77594
14764	283.33893
14765	298.81073
14766	298.86542
14767	302.7654
14768	272.28583
14769	332.35828
14770	330.67554
14771	216.79495
14772	269.42896
14773	289.65094
14774	324.41284
14775	302.29504
14776	295.2669
14777	302.65488
14778	254.47417
14779	303.84628
14780	245.47852
14781	312.63263
14782	319.99158
14783	312.0788
14784	331.715
14785	217.84871
14786	293.35223
14787	300.32617
14788	308.6467
14789	275.2292
14790	278.35272
14791	321.5677
14792	341.75757
14793	316.99918
14794	295.9675
14795	302.85696
14796	317.19107
14797	316.25797
14798	323.12872
14799	319.03085
14800	310.97394
14801	321.662
14802	228.3086
14803	287.99976
14804	306.93082
14805	262.2168
14806	337.47876
14807	285.73715
14808	289.4554
14809	292.85626
14810	274.78036
14811	335.44122
14812	313.85437
14813	298.55273
14814	270.35666
14815	307.2614
14816	258.12158
14817	287.95844
14818	324.89307
14819	288.17206
14820	330.42914
14821	324.50235
14822	264.3838
14823	291.72485
14824	309.1985
14825	329.77835
14826	289.45978
14827	248.5293
14828	316.76385
14829	272.53174
14830	299.60645
14831	265.5615
14832	320.715
14833	296.4607
14834	297.97974
14835	320.60535
14836	278.57803
14837	285.3143
14838	184.02354
14839	329.9299
14840	328.55893
14841	298.51373
14842	296.265
14843	271.72647
14844	280.38574
14845	320.04382
14846	316.92798
14847	267.05606
14848	315.69476
14849	335.64676
14850	340.05786
14851	329.34766
14852	242.48145
14853	325.52472
14854	312.17108
14855	280.81427
14856	329.21124
14857	322.91846
14858	333.47064
14859	329.053
14860	304.99658
14861	312.39926
14862	339.17734
14863	308.4503
14864	299.6828
14865	312.05963
14866	292.84955
14867	315.3859
14868	306.703
14869	335.48468
14870	271.43365
14871	319.6442
14872	294.93585
14873	302.8541
14874	334.7177
14875	285.10846
14876	304.9619
14877	237.66147
14878	321.3581
14879	301.65195
14880	266.84912
14881	310.17935
14882	316.16132
14883	256.45007
14884	298.87857
14885	303.75122
14886	316.77255
14887	312.7482
14888	312.9234
14889	265.7137
14890	309.28314
14891	283.38007
14892	324.5893
14893	284.7279
14894	308.60956
14895	312.806
14896	322.7348
14897	305.81396
14898	291.4926
14899	273.41318
14900	326.70047
14901	303.8754
14902	286.4891
14903	345.98456
14904	294.114
14905	316.54282
14906	316.45886
14907	306.93646
14908	325.29596
14909	268.7432
14910	312.99377
14911	254.73581
14912	310.52417
14913	283.5621
14914	245.92525
14915	288.1991
14916	273.52936
14917	282.99185
14918	328.6466
14919	243.87564
14920	312.14264
14921	285.60504
14922	165.37799
14923	252.36226
14924	276.80023
14925	278.62173
14926	309.57404
14927	313.71954
14928	320.86703
14929	293.73294
14930	261.93405
14931	282.60568
14932	321.18304
14933	319.95343
14934	251.4076
14935	243.04456
14936	303.88837
14937	261.80487
14938	310.06012
14939	314.48584
14940	263.5187
14941	248.09749
14942	290.1026
14943	293.67538
14944	290.10538
14945	275.72284
14946	300.05548
14947	306.42035
14948	309.09067
14949	273.5212
14950	298.61475
14951	291.4958
14952	340.16885
14953	292.42435
14954	183.8042
14955	258.9999
14956	284.31195
14957	304.8912
14958	301.20395
14959	264.0201
14960	309.1258
14961	311.36118
14962	319.64594
14963	296.6882
14964	302.49628
14965	303.43652
14966	281.96143
14967	321.35178
14968	314.78876
14969	276.69467
14970	236.91768
14971	299.49982
14972	255.72739
14973	278.35327
14974	313.4579
14975	299.61383
14976	276.85468
14977	331.7778
14978	316.93268
14979	293.6668
14980	279.2376
14981	328.41776
14982	312.51212
14983	294.4322
14984	238.58627
14985	315.9361
14986	263.61935
14987	316.9602
14988	300.63947
14989	259.54498
14990	282.25732
14991	281.2669
14992	326.92834
14993	237.91353
14994	330.65533
14995	338.5291
14996	304.83588
14997	278.1552
14998	328.76773
14999	239.74736
15000	284.2644
15001	315.7772
15002	304.77148
15003	293.9393
15004	214.56075
15005	306.23508
15006	315.5376
15007	323.31757
15008	295.04605
15009	267.49573
15010	327.1268
15011	326.89413
15012	330.35382
15013	301.68878
15014	270.72696
15015	288.0765
15016	240.84978
15017	309.13052
15018	299.4926
15019	213.31021
15020	291.38983
15021	309.06967
15022	319.3287
15023	323.5865
15024	329.26547
15025	281.90033
15026	291.78497
15027	307.87726
15028	300.5846
15029	323.05682
15030	320.31964
15031	315.9129
15032	314.52228
15033	238.96127
15034	308.25348
15035	266.34198
15036	239.9207
15037	291.73322
15038	302.94135
15039	256.9406
15040	312.09882
15041	336.38483
15042	255.15019
15043	307.33295
15044	306.17065
15045	289.72177
15046	297.46997
15047	313.0135
15048	266.3758
15049	284.44043
15050	301.15067
15051	308.54044
15052	315.74066
15053	273.5578
15054	336.2233
15055	322.06036
15056	290.4069
15057	286.26126
15058	319.78488
15059	252.80037
15060	308.92926
15061	266.4366
15062	301.18515
15063	297.3679
15064	253.3553
15065	317.82513
15066	324.50702
15067	291.03986
15068	297.1836
15069	283.3299
15070	285.69736
15071	308.16513
15072	297.5541
15073	261.84235
15074	291.88702
15075	294.85214
15076	279.47638
15077	272.71515
15078	295.74323
15079	300.59653
15080	239.14502
15081	294.46545
15082	337.1655
15083	336.5634
15084	319.5148
15085	285.97012
15086	303.94016
15087	313.06894
15088	278.93497
15089	291.29605
15090	293.71768
15091	320.4267
15092	269.5528
15093	271.027
15094	323.59116
15095	318.9924
15096	237.33737
15097	234.28796
15098	298.8899
15099	324.08685
15100	291.6409
15101	297.345
15102	264.86084
15103	287.97333
15104	322.95514
15105	308.4516
15106	338.22147
15107	325.9251
15108	321.76398
15109	284.83765
15110	286.8957
15111	317.36432
15112	332.53683
15113	311.1125
15114	276.66803
15115	309.22064
15116	306.508
15117	309.6044
15118	253.71371
15119	238.22676
15120	306.67975
15121	254.63394
15122	313.13452
15123	309.47943
15124	269.12885
15125	310.33765
15126	293.64203
15127	299.24033
15128	325.30524
15129	285.4721
15130	318.80048
15131	312.50928
15132	336.99115
15133	290.81168
15134	295.30353
15135	312.26694
15136	297.8852
15137	301.7516
15138	283.1774
15139	281.9853
15140	278.10022
15141	289.15332
15142	250.13005
15143	291.0288
15144	313.07956
15145	304.32715
15146	312.72437
15147	249.01204
15148	315.3122
15149	270.62625
15150	258.57773
15151	144.93607
15152	296.52255
15153	253.81894
15154	323.38428
15155	292.3567
15156	301.43524
15157	303.75464
15158	336.06927
15159	273.0605
15160	319.29263
15161	246.4854
15162	320.63168
15163	308.16174
15164	293.59933
15165	298.20502
15166	306.12225
15167	304.89362
15168	278.98743
15169	271.56882
15170	326.1966
15171	342.6093
15172	242.07085
15173	273.0741
15174	299.00787
15175	301.12854
15176	253.97998
15177	308.4796
15178	278.26947
15179	315.64926
15180	252.01999
15181	259.60602
15182	332.40912
15183	308.953
15184	293.4223
15185	319.61066
15186	253.6739
15187	339.53125
15188	312.9626
15189	317.59604
15190	303.30255
15191	294.62057
15192	255.40958
15193	198.91817
15194	313.72314
15195	316.73456
15196	319.01285
15197	311.64783
15198	303.75198
15199	296.17886
15200	313.67273
15201	330.4297
15202	325.4761
15203	288.5817
15204	312.3598
15205	228.93965
15206	283.71848
15207	299.92865
15208	259.18927
15209	316.84995
15210	253.3293
15211	295.94348
15212	332.60126
15213	299.6898
15214	307.5212
15215	282.67462
15216	324.99847
15217	243.84187
15218	288.19257
15219	303.62656
15220	217.45088
15221	313.03656
15222	288.1368
15223	257.59406
15224	276.42255
15225	244.4572
15226	311.21304
15227	320.6711
15228	261.9016
15229	281.70544
15230	276.78302
15231	231.15366
15232	346.04724
15233	245.99353
15234	246.77255
15235	335.24426
15236	283.64624
15237	279.77362
15238	258.569
15239	270.85684
15240	314.9179
15241	293.85928
15242	184.80983
15243	303.1826
15244	318.89963
15245	299.5678
15246	270.65326
15247	283.93628
15248	312.2825
15249	289.33514
15250	282.0758
15251	218.19632
15252	305.9387
15253	340.1002
15254	298.44052
15255	308.7898
15256	309.18048
15257	293.1645
15258	253.56656
15259	304.34784
15260	326.28006
15261	281.02176
15262	291.76334
15263	270.13947
15264	228.8628
15265	327.33405
15266	293.68823
15267	282.18994
15268	291.43347
15269	294.94498
15270	277.29803
15271	290.85434
15272	312.7798
15273	262.16122
15274	254.9613
15275	314.4032
15276	309.68726
15277	310.5988
15278	323.07944
15279	328.12717
15280	257.23956
15281	279.00027
15282	267.26413
15283	333.08853
15284	296.20078
15285	320.2102
15286	300.5783
15287	296.4854
15288	241.25525
15289	332.58936
15290	316.19012
15291	333.4204
15292	314.81894
15293	256.51855
15294	245.66858
15295	291.83722
15296	329.32843
15297	271.8155
15298	221.61642
15299	318.1271
15300	279.4228
15301	262.48645
15302	253.65942
15303	309.54623
15304	190.84956
15305	328.62335
15306	223.34834
15307	330.42426
15308	317.51105
15309	306.03766
15310	303.78485
15311	327.53174
15312	296.90582
15313	273.5821
15314	329.26028
15315	297.2627
15316	281.99976
15317	273.1353
15318	308.99323
15319	323.13898
15320	302.69553
15321	139.21504
15322	243.5116
15323	252.02144
15324	259.1582
15325	328.7058
15326	335.24396
15327	305.71686
15328	274.40805
15329	336.3636
15330	237.62495
15331	302.4322
15332	293.6626
15333	310.16757
15334	328.97858
15335	303.9422
15336	328.7018
15337	249.91019
15338	326.86166
15339	305.58014
15340	323.95883
15341	314.57037
15342	337.83734
15343	293.67108
15344	226.60591
15345	330.95868
15346	300.07275
15347	272.09778
15348	328.5433
15349	249.06819
15350	296.5459
15351	294.1248
15352	286.41925
15353	311.89603
15354	220.0289
15355	316.4401
15356	327.3074
15357	307.0226
15358	306.5157
15359	312.76233
15360	325.3963
15361	300.70148
15362	289.0197
15363	169.89227
15364	317.43387
15365	258.65234
15366	300.16806
15367	276.18964
15368	285.77637
15369	306.29117
15370	339.42538
15371	244.45789
15372	292.8342
15373	291.83997
15374	312.6657
15375	323.55557
15376	295.0246
15377	301.21124
15378	236.0238
15379	314.6542
15380	198.79192
15381	296.59897
15382	256.71466
15383	256.87018
15384	321.42377
15385	336.63202
15386	296.3151
15387	307.2937
15388	241.98152
15389	297.50043
15390	343.26654
15391	275.61847
15392	309.80515
15393	323.73807
15394	339.91855
15395	300.41748
15396	247.1344
15397	316.77505
15398	307.0311
15399	269.52307
15400	219.57175
15401	256.5372
15402	294.27716
15403	325.98013
15404	269.91205
15405	295.55524
15406	307.3244
15407	283.379
15408	310.97012
15409	267.10962
15410	240.6733
15411	265.9522
15412	263.0239
15413	320.8759
15414	285.31628
15415	299.05194
15416	254.18782
15417	315.74603
15418	323.4771
15419	304.32388
15420	304.92816
15421	234.50562
15422	300.89056
15423	270.69315
15424	317.64816
15425	297.0039
15426	264.76584
15427	319.84125
15428	263.39185
15429	291.00717
15430	263.01657
15431	267.53537
15432	287.04178
15433	335.13968
15434	313.8591
15435	231.52934
15436	308.97888
15437	325.83566
15438	334.29742
15439	246.26575
15440	324.83527
15441	314.7873
15442	286.23306
15443	303.097
15444	285.15558
15445	290.40756
15446	279.79355
15447	302.85904
15448	315.08997
15449	269.76562
15450	321.3354
15451	289.6098
15452	279.71234
15453	261.80035
15454	99.80922
15455	314.29077
15456	329.1652
15457	237.96135
15458	302.76727
15459	245.87178
15460	302.1318
15461	329.87112
15462	291.67264
15463	253.03195
15464	333.23444
15465	336.20795
15466	321.9035
15467	295.03842
15468	284.28314
15469	312.89594
15470	344.71008
15471	315.2055
15472	268.01035
15473	311.10834
15474	323.69595
15475	298.27017
15476	342.27667
15477	323.92935
15478	245.0466
15479	242.6066
15480	311.65686
15481	284.48102
15482	206.9445
15483	284.34442
15484	310.44046
15485	329.19165
15486	300.6574
15487	240.3981
15488	287.76016
15489	314.90228
15490	327.48895
15491	317.52945
15492	283.03125
15493	247.53813
15494	306.59372
15495	289.05386
15496	314.44653
15497	304.04422
15498	220.28397
15499	321.94537
15500	296.73706
15501	291.03693
15502	310.91348
15503	281.60236
15504	309.69067
15505	329.91205
15506	305.66852
15507	256.18164
15508	301.0865
15509	313.72043
15510	298.34918
15511	284.6844
15512	277.5954
15513	290.05548
15514	295.43253
15515	296.3733
15516	273.5967
15517	293.87253
15518	254.31631
15519	316.8693
15520	324.2615
15521	321.34094
15522	304.0808
15523	312.7369
15524	299.4981
15525	303.7249
15526	237.58511
15527	300.35785
15528	332.27808
15529	276.0597
15530	306.2675
15531	304.66052
15532	323.40283
15533	297.99576
15534	345.65417
15535	334.78003
15536	284.00714
15537	298.93256
15538	258.28247
15539	314.07486
15540	164.24571
15541	294.98593
15542	290.1892
15543	239.65982
15544	287.36664
15545	309.62845
15546	316.77252
15547	309.52155
15548	277.9289
15549	323.1208
15550	290.32977
15551	324.62314
15552	225.75578
15553	232.05862
15554	313.33896
15555	318.2897
15556	324.14932
15557	315.94586
15558	312.7131
15559	152.24834
15560	220.3811
15561	316.34918
15562	320.62518
15563	271.6151
15564	275.80328
15565	282.08353
15566	308.14618
15567	332.713
15568	246.0133
15569	293.3417
15570	304.0084
15571	291.8352
15572	246.3342
15573	259.8447
15574	318.10858
15575	307.11108
15576	283.24545
15577	283.72812
15578	312.34857
15579	257.75388
15580	299.33685
15581	265.3954
15582	305.7509
15583	297.65164
15584	315.7809
15585	242.9976
15586	289.31558
15587	322.9122
15588	314.63663
15589	329.76855
15590	288.00168
15591	300.04523
15592	291.09378
15593	291.63263
15594	311.36554
15595	291.3969
15596	280.8437
15597	224.26704
15598	297.57193
15599	284.10956
15600	322.34995
15601	297.34894
15602	238.99796
15603	225.38156
15604	333.59637
15605	274.93182
15606	238.9288
15607	247.07951
15608	316.0222
15609	297.21478
15610	237.32788
15611	298.5296
15612	281.15826
15613	314.8086
15614	311.95737
15615	286.4967
15616	339.66202
15617	294.71912
15618	335.30878
15619	249.6749
15620	311.67422
15621	293.1446
15622	336.29498
15623	237.30527
15624	308.20782
15625	291.75623
15626	300.18832
15627	248.33772
15628	266.21478
15629	304.8082
15630	142.18994
15631	241.85127
15632	265.45132
15633	245.02682
15634	305.79205
15635	302.13953
15636	305.32593
15637	288.20624
15638	253.76721
15639	307.30884
15640	236.80215
15641	303.8898
15642	314.13876
15643	290.00287
15644	194.95975
15645	286.11368
15646	316.51962
15647	293.7
15648	264.2583
15649	303.90887
15650	225.2447
15651	246.88171
15652	313.90024
15653	241.47763
15654	302.1852
15655	235.54501
15656	328.26575
15657	308.24374
15658	316.07727
15659	286.02182
15660	255.9836
15661	264.50052
15662	241.14047
15663	243.8217
15664	322.9472
15665	291.526
15666	293.01254
15667	301.66656
15668	309.33276
15669	290.04736
15670	314.82974
15671	296.7766
15672	314.7216
15673	294.63593
15674	291.11078
15675	295.705
15676	301.92935
15677	290.4189
15678	305.7715
15679	202.69221
15680	310.9224
15681	231.61996
15682	312.7294
15683	307.08856
15684	292.87576
15685	315.64398
15686	278.90298
15687	334.3436
15688	242.89595
15689	306.60916
15690	301.80487
15691	299.111
15692	285.88287
15693	303.08188
15694	294.43076
15695	293.9209
15696	306.23715
15697	299.35516
15698	303.97495
15699	322.5617
15700	305.37076
15701	319.24796
15702	232.95381
15703	318.18457
15704	324.1311
15705	302.6275
15706	297.5283
15707	256.4013
15708	325.13275
15709	304.92535
15710	335.1579
15711	204.88608
15712	254.6539
15713	322.6296
15714	301.93854
15715	306.97424
15716	290.24597
15717	279.1078
15718	313.47906
15719	324.41083
15720	277.6526
15721	237.06926
15722	274.633
15723	337.64096
15724	295.3417
15725	327.3239
15726	236.4406
15727	299.7636
15728	290.40723
15729	251.1412
15730	243.17847
15731	294.4409
15732	310.87045
15733	289.7718
15734	287.8182
15735	279.49274
15736	285.94223
15737	281.89587
15738	283.97128
15739	281.7486
15740	303.85547
15741	303.46964
15742	283.32013
15743	290.80707
15744	320.06342
15745	302.45258
15746	280.33295
15747	295.8114
15748	277.63815
15749	252.90161
15750	286.81488
15751	219.2698
15752	312.8568
15753	310.62173
15754	298.7229
15755	315.29526
15756	281.26086
15757	310.6731
15758	259.35333
15759	309.1949
15760	306.98282
15761	326.19928
15762	310.62592
15763	314.34515
15764	256.01205
15765	274.3357
15766	314.97772
15767	310.26154
15768	327.79916
15769	248.47592
15770	271.97638
15771	327.7729
15772	287.49164
15773	290.89508
15774	315.1961
15775	314.387
15776	321.51996
15777	321.60913
15778	243.87427
15779	287.60446
15780	281.26913
15781	290.77295
15782	232.0654
15783	278.98453
15784	298.03476
15785	320.44766
15786	215.32065
15787	328.9737
15788	294.36484
15789	328.16837
15790	302.6228
15791	307.3408
15792	311.21036
15793	317.65976
15794	285.08154
15795	305.19537
15796	306.30173
15797	243.8274
15798	287.47836
15799	287.34882
15800	316.5748
15801	304.51868
15802	297.51813
15803	309.52744
15804	281.78867
15805	175.92134
15806	304.4795
15807	308.0687
15808	291.00708
15809	270.77484
15810	316.63998
15811	294.9382
15812	272.3242
15813	297.52414
15814	252.9628
15815	289.51044
15816	289.7004
15817	315.8928
15818	258.75092
15819	306.91675
15820	320.3554
15821	325.35336
15822	324.2491
15823	284.40253
15824	311.89426
15825	335.00934
15826	311.0153
15827	306.82666
15828	296.8863
15829	292.7984
15830	282.4571
15831	321.28464
15832	289.63467
15833	330.43796
15834	322.7118
15835	293.19833
15836	236.29814
15837	307.38052
15838	320.45856
15839	313.4999
15840	312.7252
15841	314.91113
15842	291.76773
15843	295.96613
15844	315.45166
15845	311.0938
15846	321.43658
15847	251.62837
15848	303.06348
15849	241.3215
15850	333.21732
15851	304.9831
15852	293.7677
15853	252.66216
15854	285.3686
15855	318.09848
15856	193.00525
15857	304.35638
15858	285.60828
15859	292.591
15860	283.09473
15861	309.41324
15862	273.1434
15863	323.31683
15864	276.36835
15865	306.90134
15866	317.7063
15867	308.55988
15868	274.5965
15869	251.46428
15870	278.54486
15871	239.16397
15872	323.7293
15873	284.75558
15874	303.49347
15875	319.93225
15876	299.3597
15877	272.6037
15878	299.09888
15879	311.13126
15880	316.01334
15881	316.85834
15882	283.65326
15883	281.24323
15884	321.8472
15885	269.03738
15886	336.80255
15887	243.72188
15888	315.7893
15889	290.342
15890	282.33417
15891	266.5416
15892	292.12582
15893	283.2834
15894	255.59671
15895	232.66919
15896	304.3392
15897	281.13638
15898	251.18677
15899	261.35406
15900	288.64038
15901	248.51816
15902	234.55571
15903	331.5591
15904	286.10498
15905	301.53085
15906	314.95367
15907	289.39542
15908	306.3765
15909	279.4304
15910	287.28864
15911	330.29337
15912	309.6772
15913	318.29828
15914	322.543
15915	240.72327
15916	234.58366
15917	284.79565
15918	257.25076
15919	286.64194
15920	232.44646
15921	285.68524
15922	285.3808
15923	305.4248
15924	288.66226
15925	315.08633
15926	321.79752
15927	310.00806
15928	279.3289
15929	294.58197
15930	285.12646
15931	251.15178
15932	284.8527
15933	270.95758
15934	299.65814
15935	306.5881
15936	236.523
15937	276.4383
15938	310.70166
15939	298.95102
15940	309.558
15941	283.76776
15942	323.79108
15943	322.11816
15944	284.16156
15945	315.33435
15946	318.46927
15947	308.4078
15948	311.92075
15949	322.36118
15950	258.94318
15951	244.20462
15952	303.9998
15953	305.71378
15954	302.94138
15955	224.23819
15956	271.88287
15957	305.4301
15958	247.50485
15959	275.58563
15960	238.85742
15961	263.21606
15962	308.92273
15963	325.55557
15964	297.4276
15965	329.2035
15966	230.72021
15967	243.4961
15968	155.7324
15969	273.44604
15970	310.0961
15971	252.11665
15972	294.37933
15973	314.28033
15974	307.39938
15975	273.9726
15976	260.18256
15977	301.4749
15978	303.6459
15979	293.1148
15980	303.62604
15981	303.27588
15982	295.75323
15983	296.4153
15984	245.72542
15985	238.3593
15986	321.39435
15987	305.4177
15988	301.53387
15989	285.3226
15990	337.48883
15991	292.78107
15992	246.66243
15993	320.19638
15994	292.06357
15995	310.00424
15996	247.51562
15997	187.65128
15998	295.41058
15999	341.75235
16000	294.8261
16001	272.03867
16002	225.194
16003	275.38696
16004	238.56265
16005	287.28748
16006	302.7439
16007	256.54645
16008	199.61618
16009	290.20364
16010	328.70074
16011	312.98862
16012	320.56378
16013	296.62344
16014	328.41226
16015	316.9247
16016	308.83414
16017	258.58725
16018	291.28436
16019	306.43686
16020	300.8817
16021	318.31744
16022	300.57544
16023	270.3469
16024	244.23369
16025	336.29593
16026	268.30524
16027	285.07706
16028	322.77206
16029	164.12598
16030	276.8189
16031	303.21707
16032	302.88174
16033	239.89273
16034	264.00333
16035	319.75763
16036	309.52414
16037	328.75497
16038	311.7085
16039	283.06345
16040	316.28766
16041	308.0717
16042	195.26402
16043	317.5737
16044	317.08588
16045	294.07925
16046	269.0075
16047	292.35718
16048	255.47885
16049	241.81937
16050	289.8357
16051	271.45526
16052	274.80768
16053	297.22968
16054	309.36337
16055	284.98254
16056	277.7875
16057	300.91217
16058	289.7021
16059	304.84735
16060	270.82132
16061	316.7973
16062	302.05347
16063	316.48026
16064	333.65756
16065	267.4337
16066	308.18512
16067	282.41144
16068	319.27515
16069	301.15656
16070	295.6885
16071	283.2236
16072	294.3484
16073	276.04633
16074	292.23932
16075	305.85977
16076	314.24994
16077	308.7618
16078	245.6029
16079	209.7977
16080	303.69113
16081	310.39767
16082	323.45557
16083	265.2919
16084	290.7937
16085	321.36984
16086	301.3084
16087	320.68625
16088	290.545
16089	309.53394
16090	302.22443
16091	283.92267
16092	214.51456
16093	265.0067
16094	309.6149
16095	260.27496
16096	288.97803
16097	194.39673
16098	282.5047
16099	300.2245
16100	298.04474
16101	327.80835
16102	294.9445
16103	276.30966
16104	271.9522
16105	288.17535
16106	322.16983
16107	292.6905
16108	247.40804
16109	308.013
16110	274.93634
16111	303.52197
16112	177.16061
16113	288.74475
16114	319.1657
16115	310.12372
16116	293.87823
16117	310.12534
16118	291.7224
16119	279.21732
16120	245.45076
16121	337.95157
16122	283.79254
16123	322.84305
16124	321.69687
16125	290.43024
16126	302.04044
16127	298.0224
16128	269.63437
16129	297.6319
16130	316.29834
16131	298.6028
16132	234.2144
16133	335.3065
16134	292.34137
16135	311.85928
16136	328.90433
16137	298.9316
16138	324.2281
16139	181.19234
16140	305.08737
16141	252.59766
16142	243.8105
16143	243.99605
16144	302.00668
16145	300.18082
16146	315.64813
16147	303.44446
16148	295.627
16149	326.4771
16150	250.7041
16151	237.33174
16152	274.6211
16153	324.10065
16154	322.48538
16155	210.02176
16156	295.93304
16157	306.14124
16158	311.94113
16159	318.72006
16160	265.5201
16161	259.1822
16162	214.13924
16163	323.804
16164	226.86958
16165	290.13077
16166	211.78146
16167	301.44513
